provid,permid,ssObjectId,orbit_class,population,sample,csv_file
2016 GC5,738009,21164732445635907,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/738009.csv
2016 GB145,503629,21164732447012162,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/503629.csv
2016 GZ218,583431,21164732447471706,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/583431.csv
2016 GW238,nan,21164732447602775,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_GW238.csv
2016 GT307,nan,21164732448061268,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_GT307.csv
2016 GD321,nan,21164732448190788,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_GD321.csv
2016 GW322,787808,21164732448191063,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/787808.csv
2016 LU34,503744,21164732529718357,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/503744.csv
2016 LD76,564761,21164732529980996,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/564761.csv
2016 LW86,787924,21164732530046551,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/787924.csv
2016 NC7,657218,21164732563076931,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/657218.csv
2016 NG65,539108,21164732563469639,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/539108.csv
2016 NC77,522776,21164732563535683,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/522776.csv
2016 NR79,787951,21164732563536210,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/787951.csv
2016 NV111,787968,21164732564255062,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/787968.csv
2016 NG152,nan,21164732564517447,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_NG152.csv
2016 NM174,788002,21164732564649037,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/788002.csv
2016 PV93,771676,21164732597220182,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/771676.csv
2016 PB111,539393,21164732597809474,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/539393.csv
2016 PT139,nan,21164732597942612,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_PT139.csv
2016 PL189,788100,21164732598270284,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/788100.csv
2016 PW219,nan,21164732598466903,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_PW219.csv
2016 QR8,823990,21164732613408850,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/823990.csv
2016 QH17,869498,21164732613474120,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/869498.csv
2016 QD62,nan,21164732613800516,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_QD62.csv
2016 QZ64,494268,21164732613801050,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/494268.csv
2016 QL105,564844,21164732614522188,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/564844.csv
2016 QP112,806393,21164732614586960,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/806393.csv
2016 RX6,508526,21164732630185560,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/508526.csv
2016 RS31,584035,21164732630380883,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/584035.csv
2016 RB55,nan,21164732630512962,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_RB55.csv
2016 RU58,nan,21164732630513749,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_RU58.csv
2016 SE23,584094,21164732647093061,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/584094.csv
2016 SW34,594368,21164732647158871,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/594368.csv
2016 SJ48,677127,21164732647225418,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/677127.csv
2016 TW171,nan,21164732665311575,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_TW171.csv
2016 TH205,nan,21164732665509192,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_TH205.csv
2016 UY15,869967,21164732680582489,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/869967.csv
2016 UR37,nan,21164732680714066,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_UR37.csv
2016 VG8,nan,21164732697294919,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_VG8.csv
2016 VS27,nan,21164732697425747,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_VS27.csv
2016 VL58,nan,21164732697622604,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_VL58.csv
2016 WX34,605895,21164732714267736,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/605895.csv
2016 WS77,nan,21164732714530643,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2016_WS77.csv
2017 AH31,771932,21164736640135496,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/771932.csv
2017 AF33,nan,21164736640136006,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_AF33.csv
2017 DK117,565512,21164736691451723,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/565512.csv
2017 DV129,nan,21164736691517782,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_DV129.csv
2017 EJ49,nan,21164736707311946,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_EJ49.csv
2017 FE61,565687,21164736724218181,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/565687.csv
2017 FV194,nan,21164736725529686,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_FV194.csv
2017 HT68,565955,21164736757774420,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/565955.csv
2017 MT10,658159,21164736841330772,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/658159.csv
2017 NZ,678159,21164736858042458,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/678159.csv
2017 OE8,506318,21164736874821701,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/506318.csv
2017 OO32,658205,21164736875016783,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/658205.csv
2017 OK124,nan,21164736876065867,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_OK124.csv
2017 OR147,nan,21164736876197714,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_OR147.csv
2017 OF164,nan,21164736876328006,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_OF164.csv
2017 PH41,844946,21164736891859272,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/844946.csv
2017 PU63,755764,21164736891990869,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/755764.csv
2017 QL30,807633,21164736908570700,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/807633.csv
2017 QG31,584706,21164736908570951,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/584706.csv
2017 QQ31,566184,21164736908570961,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/566184.csv
2017 QL114,nan,21164736909554764,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_QL114.csv
2017 QN124,nan,21164736909620302,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_QN124.csv
2017 QE155,nan,21164736909817157,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_QE155.csv
2017 QR192,nan,21164736910078546,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_QR192.csv
2017 QO198,nan,21164736910080079,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_QO198.csv
2017 RJ3,789407,21164736925152074,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/789407.csv
2017 RC27,nan,21164736925284163,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_RC27.csv
2017 RD74,789450,21164736925611076,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/789450.csv
2017 RV104,nan,21164736926266454,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_RV104.csv
2017 RM108,658494,21164736926267469,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/658494.csv
2017 RK109,658495,21164736926267723,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/658495.csv
2017 SB37,512965,21164736942126914,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/512965.csv
2017 SF118,540552,21164736943110214,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/540552.csv
2017 SL252,nan,21164736944026188,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_SL252.csv
2017 SF316,nan,21164736944420422,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_SF316.csv
2017 SE328,658710,21164736944486469,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/658710.csv
2017 TQ15,884666,21164736958772561,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/884666.csv
2017 UN109,nan,21164736976599374,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_UN109.csv
2017 UV194,nan,21164736977187926,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_UV194.csv
2017 UW195,nan,21164736977188183,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_UW195.csv
2017 UH206,nan,21164736977253960,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_UH206.csv
2017 VZ11,639845,21164736992325978,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/639845.csv
2017 VD26,585205,21164736992392772,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/585205.csv
2017 VN63,nan,21164736992654158,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_VN63.csv
2017 WG55,789899,21164737009366343,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/789899.csv
2017 WA92,nan,21164737009627713,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_WA92.csv
2017 XO64,nan,21164737026208847,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_XO64.csv
2017 YF20,nan,21164737042722886,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_YF20.csv
2017 YH47,nan,21164737042855752,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_YH47.csv
2017 YM71,808455,21164737043050829,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/808455.csv
2017 YG74,nan,21164737043051591,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_YG74.csv
2017 YH74,nan,21164737043051592,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2017_YH74.csv
2018 BM18,789990,21164740951750733,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/789990.csv
2018 BD47,nan,21164740951947076,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2018_BD47.csv
2018 BC54,nan,21164740952011843,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2018_BC54.csv
2018 CG4,585357,21164740968461383,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/585357.csv
2018 CE11,739624,21164740968526149,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/739624.csv
2018 FU45,nan,21164741019055445,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2018_FU45.csv
2018 OT2,nan,21164741169787476,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2018_OT2.csv
2018 PD28,nan,21164741186697284,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2018_PD28.csv
2018 RV2,nan,21164741220119126,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2018_RV2.csv
2018 RK59,nan,21164741220448587,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2018_RK59.csv
2018 SH6,566631,21164741236897352,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/566631.csv
2018 TJ21,nan,21164741253804362,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2018_TJ21.csv
2018 VJ21,659140,21164741287358794,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/659140.csv
2018 VF23,659143,21164741287359302,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/659143.csv
2018 VO27,679182,21164741287360335,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/679182.csv
2018 VM30,872807,21164741287424077,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/872807.csv
2018 VZ138,790670,21164741288540250,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/790670.csv
2018 XQ11,nan,21164741320847697,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2018_XQ11.csv
2018 XR27,nan,21164741320914770,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2018_XR27.csv
2018 XX32,nan,21164741320979032,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2018_XX32.csv
2019 AB136,nan,21164745231185474,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2019_AB136.csv
2019 AY143,nan,21164745231250265,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2019_AY143.csv
2019 CF11,nan,21164745263493446,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2019_CF11.csv
2019 CW13,nan,21164745263493975,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2019_CW13.csv
2019 EG2,659448,21164745296982599,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/659448.csv
2019 FO12,nan,21164745313825359,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2019_FO12.csv
2019 FR19,nan,21164745313827154,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2019_FR19.csv
2019 GY54,679467,21164745330865241,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/679467.csv
2019 GC56,809352,21164745330865731,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/809352.csv
2019 GG60,nan,21164745330929735,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2019_GG60.csv
2019 GG74,nan,21164745330996295,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2019_GG74.csv
2019 GX76,nan,21164745330996824,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2019_GX76.csv
2019 JY66,nan,21164745381262937,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2019_JY66.csv
2019 QF12,nan,21164745498374726,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2019_QF12.csv
2019 QG38,nan,21164745498507335,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2019_QG38.csv
2019 SP68,567094,21164745532258384,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/567094.csv
2019 US106,791441,21164745566533203,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/791441.csv
2019 UK165,nan,21164745566926155,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2019_UK165.csv
2019 YB10,809820,21164745632591938,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/809820.csv
2020 BA60,nan,21165806103965761,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2020_BA60.csv
2020 BE85,nan,21165806104098117,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2020_BE85.csv
2020 BF110,756697,21165806104752198,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/756697.csv
2020 BK120,nan,21165806104817739,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2020_BK120.csv
2020 DA17,nan,21165806137194305,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2020_DA17.csv
2020 DB18,nan,21165806137194562,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2020_DB18.csv
2020 FK34,nan,21165806170879051,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2020_FK34.csv
2020 HT124,nan,21165806205482068,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2020_HT124.csv
2020 HQ183,nan,21165806205875025,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2020_HQ183.csv
2020 HJ207,nan,21165806206007114,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2020_HJ207.csv
2020 MF40,nan,21165806288384070,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2020_MF40.csv
2020 OU85,nan,21165806322201941,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2020_OU85.csv
2020 OW104,nan,21165806322791511,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2020_OW104.csv
2020 PV101,nan,21165806339567958,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2020_PV101.csv
2021 CU22,nan,21165810415448661,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_CU22.csv
2021 CN55,nan,21165810415646030,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_CN55.csv
2021 DF19,nan,21165810432162118,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_DF19.csv
2021 GZ88,810757,21165810482952282,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/810757.csv
2021 GS138,nan,21165810483738707,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_GS138.csv
2021 GG141,nan,21165810483802439,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_GG141.csv
2021 GQ150,nan,21165810483867729,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_GQ150.csv
2021 GC232,nan,21165810484392515,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_GC232.csv
2021 HV21,nan,21165810499334486,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_HV21.csv
2021 HD25,792530,21165810499335492,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/792530.csv
2021 LQ14,nan,21165810566378577,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_LQ14.csv
2021 LD37,nan,21165810566510404,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_LD37.csv
2021 LD40,nan,21165810566574148,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_LD40.csv
2021 NC28,nan,21165810599999555,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_NC28.csv
2021 OG9,nan,21165810616645959,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_OG9.csv
2021 OE26,679898,21165810616776261,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/679898.csv
2021 PP87,nan,21165810633946960,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_PP87.csv
2021 PZ94,nan,21165810634011738,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_PZ94.csv
2021 PY100,nan,21165810634535001,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_PY100.csv
2021 PM150,nan,21165810634862669,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_PM150.csv
2021 QR7,nan,21165810650199890,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_QR7.csv
2021 QL53,nan,21165810650526540,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_QL53.csv
2021 RO115,nan,21165810668156239,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_RO115.csv
2021 RZ155,nan,21165810668418394,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_RZ155.csv
2021 RK162,nan,21165810668483147,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_RK162.csv
2021 RJ166,nan,21165810668484170,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_RJ166.csv
2021 RM206,nan,21165810668746317,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_RM206.csv
2021 SK12,nan,21165810683818571,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_SK12.csv
2021 SC28,nan,21165810683885635,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_SC28.csv
2021 SP57,nan,21165810684082000,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_SP57.csv
2021 TD155,nan,21165810701972804,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_TD155.csv
2021 TM193,nan,21165810702234445,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_TM193.csv
2021 TN209,nan,21165810702301518,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2021_TN209.csv
2022 OX16,875012,21165814911678040,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/875012.csv
2022 OS52,792827,21165814911939155,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/792827.csv
2022 OH75,792835,21165814912070984,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/792835.csv
2022 PM6,nan,21165814928389709,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2022_PM6.csv
2022 PY11,nan,21165814928453977,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2022_PY11.csv
